"filename", "language", "TypeScript", "comment", "blank", "total"
"c:\Users\INNOVACIÓN\Documents\JhonM\Archivos de Backend - COOMUVEMAR\backend-\src\productor\tests\productor.controller.spec.ts", "TypeScript", 16, 0, 5, 21
"c:\Users\INNOVACIÓN\Documents\JhonM\Archivos de Backend - COOMUVEMAR\backend-\src\productor\tests\productor.service.spec.ts", "TypeScript", 14, 0, 5, 19
"c:\Users\INNOVACIÓN\Documents\JhonM\Archivos de Backend - COOMUVEMAR\backend-\src\sec-ficha\dto\create-sec-ficha.dto.ts", "TypeScript", 13, 0, 3, 16
"c:\Users\INNOVACIÓN\Documents\JhonM\Archivos de Backend - COOMUVEMAR\backend-\src\sec-ficha\dto\index.ts", "TypeScript", 2, 0, 1, 3
"c:\Users\INNOVACIÓN\Documents\JhonM\Archivos de Backend - COOMUVEMAR\backend-\src\sec-ficha\dto\update-sec-ficha.dto.ts", "TypeScript", 3, 0, 2, 5
"c:\Users\INNOVACIÓN\Documents\JhonM\Archivos de Backend - COOMUVEMAR\backend-\src\sec-ficha\entities\index.ts", "TypeScript", 2, 0, 0, 2
"c:\Users\INNOVACIÓN\Documents\JhonM\Archivos de Backend - COOMUVEMAR\backend-\src\sec-ficha\entities\sec.ficha.entity.ts", "TypeScript", 11, 0, 4, 15
"c:\Users\INNOVACIÓN\Documents\JhonM\Archivos de Backend - COOMUVEMAR\backend-\src\sec-ficha\entities\update.sec.ficha.entity.ts", "TypeScript", 2, 0, 2, 4
"c:\Users\INNOVACIÓN\Documents\JhonM\Archivos de Backend - COOMUVEMAR\backend-\src\sec-ficha\interfaces\index.ts", "TypeScript", 1, 0, 1, 2
"c:\Users\INNOVACIÓN\Documents\JhonM\Archivos de Backend - COOMUVEMAR\backend-\src\sec-ficha\interfaces\seccion.interface.ts", "TypeScript", 4, 0, 1, 5
"c:\Users\INNOVACIÓN\Documents\JhonM\Archivos de Backend - COOMUVEMAR\backend-\src\sec-ficha\sec-ficha.controller.ts", "TypeScript", 116, 0, 9, 125
"c:\Users\INNOVACIÓN\Documents\JhonM\Archivos de Backend - COOMUVEMAR\backend-\src\sec-ficha\sec-ficha.module.ts", "TypeScript", 8, 0, 2, 10
"c:\Users\INNOVACIÓN\Documents\JhonM\Archivos de Backend - COOMUVEMAR\backend-\src\sec-ficha\sec-ficha.service.ts", "TypeScript", 62, 0, 10, 72
"c:\Users\INNOVACIÓN\Documents\JhonM\Archivos de Backend - COOMUVEMAR\backend-\src\sec-ficha\spec\sec-ficha.controller.spec.ts", "TypeScript", 16, 0, 5, 21
"c:\Users\INNOVACIÓN\Documents\JhonM\Archivos de Backend - COOMUVEMAR\backend-\src\sec-ficha\spec\sec-ficha.service.spec.ts", "TypeScript", 14, 0, 5, 19
"c:\Users\INNOVACIÓN\Documents\JhonM\Archivos de Backend - COOMUVEMAR\backend-\src\user\dto\create-user.dto.ts", "TypeScript", 38, 0, 5, 43
"c:\Users\INNOVACIÓN\Documents\JhonM\Archivos de Backend - COOMUVEMAR\backend-\src\user\dto\edit-user.dto.ts", "TypeScript", 3, 0, 2, 5
"c:\Users\INNOVACIÓN\Documents\JhonM\Archivos de Backend - COOMUVEMAR\backend-\src\user\dto\index.ts", "TypeScript", 2, 0, 0, 2
"c:\Users\INNOVACIÓN\Documents\JhonM\Archivos de Backend - COOMUVEMAR\backend-\src\user\entities\index.ts", "TypeScript", 1, 0, 0, 1
"c:\Users\INNOVACIÓN\Documents\JhonM\Archivos de Backend - COOMUVEMAR\backend-\src\user\entities\user.entity.ts", "TypeScript", 17, 0, 6, 23
"c:\Users\INNOVACIÓN\Documents\JhonM\Archivos de Backend - COOMUVEMAR\backend-\src\user\interfaces\index.ts", "TypeScript", 1, 0, 0, 1
"c:\Users\INNOVACIÓN\Documents\JhonM\Archivos de Backend - COOMUVEMAR\backend-\src\user\interfaces\user.interface.ts", "TypeScript", 6, 0, 1, 7
"c:\Users\INNOVACIÓN\Documents\JhonM\Archivos de Backend - COOMUVEMAR\backend-\src\user\user.controller.ts", "TypeScript", 109, 0, 9, 118
"c:\Users\INNOVACIÓN\Documents\JhonM\Archivos de Backend - COOMUVEMAR\backend-\src\user\user.module.ts", "TypeScript", 9, 0, 2, 11
"c:\Users\INNOVACIÓN\Documents\JhonM\Archivos de Backend - COOMUVEMAR\backend-\src\user\user.service.ts", "TypeScript", 63, 2, 12, 77
"Total", "-", 4134, 156, 730, 5020
